Place_Name,Road_Type,Day_Type,Weather,Morning_Traffic,Afternoon_Traffic,Evening_Traffic,Night_Traffic,Peak_Hour,Two_Wheelers,Cars,Auto_Rickshaws,Buses,Trucks,Avg_Speed_kmph,Signal_Delay_sec,Accident_Count,Noise_Level_dB,Air_Quality_Index,CO2_Emission_gkm,Fuel_Consumption_L,Road_Width_m,Lane_Count,Visibility_m,Comments
Tiruchengode Road,,Weekend,Rainy,161,4225,1885,576,Yes,6322,300,3026,122,3369,-1.4,154,5,48.4,497,606.2,72.72,11.8,7,1944,
Paramathi Rd,NH,Weekend,,5413,7018,3735,2113,No,5803,6472,3869,591,654,65.7,170,0,106.8,162,249.6,40.94,16.2,5,294,Accident zone
Tiruchengode Road,NH,Weekday,,3003,3045,8068,3223,Yes,6835,3508,101,563,132,24.0,86,-2,84.7,329,591.0,79.7,14.6,1,611,Heavy traffic
Rasipuram Rd,city road,weekday,,5022,5675,4581,2734,Yes,2077,2243,130,90,591,24.4,28,5,100.3,356,641.4,4.23,3.9,3,878,
Salem road,NH,,Foggy,5182,1313,274,230,,2265,4930,1561,498,557,89.9,331,7,75.0,366,389.0,49.07,19.4,5,596,Accident zone
Namakkal Town,City,weekday,Sunny,6053,3448,7731,756,Yes,1321,6093,2058,114,2419,77.6,4,3,80.3,258,387.8,1.29,16.5,0,91,Heavy traffic
Salem road,Rural,weekday,,7213,1748,5579,746,Yes,-239,4420,3174,728,3221,1.2,369,5,58.5,55,616.3,21.28,17.1,1,1841,
Namakkal Town,city road,Weekend,,2869,1786,4358,153,Yes,5700,4551,2148,792,3345,65.9,391,5,89.0,364,432.5,34.43,9.9,0,1128,Heavy traffic
Rasipuram Rd,SH,weekday,Clear,4858,7083,5461,3212,No,3981,4267,2186,320,381,48.6,280,8,85.1,482,462.2,36.77,9.9,2,844,Heavy traffic
Tiruchengode Road,,,Clear,4739,6728,9075,3722,Y,927,2885,1908,430,666,87.9,479,5,91.3,150,592.3,77.14,13.9,6,1832,Signal issue
,,Weekday,Rainy,942,2665,1180,921,Yes,6974,3917,3910,188,1661,54.0,301,0,50.0,231,562.1,75.77,4.6,2,1171,Signal issue
Namakkal Town,SH,,Sunny,5479,5256,425,730,,8207,3669,2523,423,3026,63.7,280,2,109.6,428,127.7,36.67,9.9,3,952,Accident zone
Salem road,Rural,Weekday,Clear,970,1899,6436,2022,Y,2012,1422,414,647,671,31.2,2,7,43.0,243,601.9,18.16,3.6,1,1197,
,city road,weekday,,5787,6418,8796,804,No,6008,3101,1051,219,3141,5.5,403,2,42.7,65,472.1,37.3,12.0,2,1396,Heavy traffic
Salem road,NH,,Rainy,1132,8921,4246,1766,Yes,7372,2745,2093,364,3154,16.6,338,5,103.1,86,443.5,77.83,19.0,6,475,Signal issue
Namakkal Town,SH,,Clear,7328,6801,4821,3298,N,3567,3060,3919,4,2620,-5.2,322,-2,56.7,361,252.1,54.22,16.5,6,1076,Accident zone
Namakkal Town,city road,weekday,Rainy,3272,6624,8400,2771,No,2945,3701,2345,314,2834,81.4,234,-1,119.2,222,448.1,32.31,6.9,3,799,Signal issue
Salem road,,weekday,Sunny,2018,1870,6325,1354,Yes,8621,1695,959,111,757,51.0,402,-1,81.6,221,515.3,28.08,14.4,1,1204,Signal issue
Tiruchengode Road,NH,Weekend,Clear,5084,8452,5140,2166,No,5047,4640,3587,817,1090,56.5,369,1,55.5,407,497.6,18.46,16.9,3,1447,
Tiruchengode Road,City,,Sunny,1394,3267,4023,1954,No,4317,5408,2734,155,1810,63.3,317,3,101.5,94,580.2,28.02,8.6,7,1728,Heavy traffic
Tiruchengode Road,City,,,1110,8597,9912,2726,Yes,6672,-123,813,867,818,23.1,468,4,47.4,61,220.2,40.35,9.0,3,1240,
Salem road,NH,Weekend,Rainy,6655,8321,6132,2692,No,4247,2512,3337,112,2038,31.3,110,8,40.6,200,335.3,2.85,8.3,5,206,
Tiruchengode Road,,weekday,,2549,5222,5027,3547,,914,6426,543,330,2927,57.2,471,4,88.7,288,490.7,4.17,8.3,7,1045,
Tiruchengode Road,NH,weekday,Sunny,628,4889,8922,2252,N,7446,5587,2656,39,2079,25.2,480,-1,60.6,454,203.1,44.9,8.1,0,991,Accident zone
Rasipuram Rd,Rural,,Sunny,917,1735,1332,3333,Yes,8401,4236,2435,109,548,36.3,201,3,85.1,55,337.1,5.48,10.9,2,1153,Accident zone
Namakkal Town,City,weekday,Clear,2889,1315,1040,1730,N,8496,1966,3645,386,988,42.3,142,3,56.6,135,151.3,0.54,7.5,0,1605,Accident zone
Rasipuram Rd,,weekday,,7031,555,1935,3043,No,7776,681,3153,590,1693,-1.8,498,4,96.8,160,617.8,10.61,13.1,3,1055,
Namakkal Town,NH,Weekend,Clear,2616,5987,345,285,N,696,4870,3984,113,2431,52.9,215,5,87.9,240,206.9,70.31,16.7,2,1689,
Tiruchengode Road,,weekday,Foggy,2160,6743,3712,823,,3127,1927,13,764,1178,32.4,355,7,99.4,217,559.3,49.59,6.4,7,1306,Heavy traffic
Namakkal Town,SH,weekday,Foggy,4597,165,11694,3963,,5075,3165,2678,189,2370,78.9,-8,2,47.6,316,129.4,65.46,18.2,1,1050,
,SH,,Sunny,7414,4453,1804,641,N,7576,6055,3557,710,3140,52.6,61,2,108.9,350,154.4,9.11,9.0,6,899,
Namakkal Town,City,,Rainy,6355,145,4360,933,Y,7676,2386,1170,704,2858,58.0,322,6,118.9,81,176.4,78.95,18.0,2,854,Heavy traffic
,Rural,,Clear,5767,6320,10820,918,,294,-95,166,600,1616,35.4,71,3,86.9,450,375.7,8.53,10.2,2,250,Signal issue
,Rural,,Sunny,7398,7873,1081,3600,N,3781,2242,353,811,3482,35.6,21,8,88.8,191,431.6,-2.42,17.6,7,637,Signal issue
,NH,,Sunny,6752,6984,10714,2615,N,7574,5505,3806,567,1559,88.9,368,-2,104.8,276,640.7,66.82,13.7,7,696,Signal issue
Salem road,,Weekend,Sunny,4432,2811,4696,1244,No,4526,2880,128,278,340,5.9,360,-2,117.9,101,231.2,55.51,16.7,6,1214,
Salem road,NH,,Rainy,6965,5731,1721,1465,,2426,3706,3888,834,2292,58.0,387,3,51.2,455,456.7,46.18,4.8,6,946,Accident zone
Salem road,NH,,Foggy,801,6405,266,3638,Y,4539,2027,-81,244,3082,-1.6,-10,8,97.6,77,329.2,77.44,13.8,1,1998,Heavy traffic
Rasipuram Rd,Rural,Weekend,Sunny,4705,6149,11696,1449,No,7631,962,1127,702,1475,28.8,313,-1,47.4,378,528.1,45.32,3.1,6,1104,Accident zone
Salem road,NH,Weekend,Clear,4430,-107,4852,2588,,5303,1305,2131,330,687,71.3,170,1,100.9,375,173.0,61.39,8.5,4,1009,Heavy traffic
Salem road,Rural,Weekday,Rainy,4135,8340,11237,1691,N,2351,6982,2770,502,3170,88.6,368,9,96.9,20,586.9,19.24,7.4,2,1593,
Rasipuram Rd,Rural,,,2398,4629,164,3930,Yes,3932,4449,1759,793,261,86.0,223,2,110.4,319,595.7,28.22,14.6,5,452,
Paramathi Rd,NH,,Foggy,6932,-15,7667,2678,Y,3015,2068,413,279,2389,85.0,-1,-1,64.4,133,595.1,73.18,9.8,7,110,Heavy traffic
Paramathi Rd,,weekday,,7766,699,2735,3018,Yes,4516,894,714,476,1876,44.0,498,9,116.7,59,360.1,73.96,15.8,3,1435,
Tiruchengode Road,NH,Weekend,Rainy,2280,3655,3918,2799,N,3833,-34,3473,247,970,8.2,288,6,82.2,261,133.3,69.9,6.7,3,290,Signal issue
Namakkal Town,,Weekend,Sunny,3196,7545,5187,2405,,8954,-175,1549,146,1990,65.3,9,2,85.4,299,141.2,16.83,16.5,1,1839,Heavy traffic
Salem road,City,Weekday,Sunny,5819,4183,4892,710,Yes,6767,3041,3942,523,3078,36.1,422,1,41.3,302,522.5,42.02,6.4,3,1532,Signal issue
Rasipuram Rd,City,,,572,1667,5178,1034,Yes,1058,5285,229,477,3229,2.7,78,0,89.3,74,327.4,54.21,13.8,5,1321,
Namakkal Town,NH,Weekday,Clear,2737,4899,1097,1181,N,3651,2065,3260,1,2710,73.5,80,-1,51.2,82,464.5,8.67,7.5,1,743,Heavy traffic
Rasipuram Rd,,Weekday,Foggy,2743,3557,0,1219,Yes,6214,3928,993,470,1485,26.4,79,6,46.1,221,499.0,48.48,13.9,7,1942,Signal issue
Namakkal Town,NH,weekday,Clear,3884,5649,9780,2865,Y,-102,1332,341,694,574,41.9,225,4,73.9,244,232.3,40.75,18.6,2,1532,Signal issue
,NH,,Foggy,-92,3787,1266,3020,No,8095,1618,1553,48,439,35.2,9,8,106.9,275,191.8,-3.0,7.9,2,509,Accident zone
Salem road,City,Weekday,Sunny,1755,7464,6923,1030,Yes,4017,5604,1950,476,1376,68.1,73,0,58.5,33,152.9,8.75,5.6,7,1652,
Tiruchengode Road,City,Weekend,Clear,4885,5703,2061,2787,Y,8248,1221,3767,97,686,4.3,191,5,45.5,236,601.1,48.16,9.8,5,803,Heavy traffic
Tiruchengode Road,City,weekday,Foggy,7289,366,400,2665,,3164,3238,1854,174,1498,-1.8,302,7,63.0,248,468.1,53.03,11.8,6,1479,Accident zone
Rasipuram Rd,City,,Sunny,7162,6219,10558,807,,1429,1991,45,574,2504,56.6,380,9,91.6,315,88.2,51.98,3.7,1,1644,Signal issue
Rasipuram Rd,city road,Weekday,,7009,1776,9609,441,No,4525,5089,2679,611,2849,31.7,219,7,100.5,416,387.3,64.33,3.4,2,1107,Heavy traffic
Salem road,Rural,,,5615,7936,5873,1704,N,6462,4253,898,894,3103,41.7,42,8,99.9,488,332.6,37.03,9.3,5,311,Signal issue
Rasipuram Rd,Rural,Weekend,Clear,1163,5810,10971,3022,N,203,1911,1428,524,945,45.3,429,4,110.8,47,133.0,3.08,18.5,1,628,Accident zone
,Rural,,Sunny,1410,7381,4208,154,No,116,694,2209,34,-32,36.7,425,-2,73.2,378,319.3,-0.66,16.4,2,300,Signal issue
Namakkal Town,NH,Weekday,Clear,910,6259,5819,1017,No,409,1633,188,815,1771,36.6,481,2,90.4,417,144.8,-1.06,19.1,1,979,
,NH,,Foggy,6152,4639,7173,516,,-178,4279,3494,552,740,7.8,93,-2,87.7,326,514.6,34.06,18.7,5,1199,Accident zone
Tiruchengode Road,Rural,Weekend,Sunny,3286,7705,9539,227,No,5749,2083,454,340,2472,-5.2,485,5,50.3,100,128.0,1.75,8.8,7,1782,Accident zone
,City,weekday,,319,7820,4979,3379,No,2430,4429,448,745,1401,46.3,357,9,85.7,263,445.1,24.52,14.7,4,1760,Heavy traffic
Tiruchengode Road,,Weekday,Sunny,4058,986,4318,1169,,3300,6662,2999,-6,2044,8.5,-6,1,63.5,294,475.7,55.15,19.6,1,1576,Heavy traffic
Tiruchengode Road,city road,Weekday,Rainy,2845,4107,2994,78,Yes,5969,6189,1879,387,3291,7.1,448,9,112.3,175,608.8,29.32,13.2,1,1208,
,SH,Weekend,Sunny,3568,1508,684,1262,Y,7960,994,2063,191,1247,-1.0,81,1,89.4,42,480.0,23.69,5.7,4,1038,
,,Weekday,Foggy,6648,8065,3192,3366,N,5328,4102,3733,627,-14,59.7,298,-1,55.8,444,245.0,20.78,6.6,1,1112,Accident zone
Salem road,SH,,Clear,7619,1196,8295,3599,Yes,7802,3635,640,779,3388,34.8,244,-1,63.0,316,142.3,75.41,12.8,4,356,Accident zone
Salem road,City,Weekend,Sunny,1536,6270,7544,135,N,937,5685,1180,694,-28,-9.7,454,1,67.1,374,293.1,66.17,6.5,1,251,
Namakkal Town,City,Weekday,Foggy,4397,6383,4808,1836,N,5158,2333,3852,632,2612,75.8,295,4,58.6,448,510.2,74.72,18.1,2,1321,Signal issue
Salem road,city road,weekday,Rainy,3145,2767,3268,836,Y,5944,2019,3569,165,167,67.5,53,3,110.3,256,222.6,43.53,10.5,4,375,Signal issue
Rasipuram Rd,City,Weekend,,5197,7795,6616,1617,N,2539,5101,2362,591,1736,20.9,250,-2,110.4,52,486.7,44.54,16.9,0,547,
Tiruchengode Road,NH,,Sunny,2760,4209,484,2326,Y,3902,1457,2291,209,1786,28.0,94,8,110.9,253,532.6,35.64,18.0,2,469,
,SH,Weekend,Rainy,2523,7579,5336,1232,No,1927,4929,39,309,627,21.4,138,5,83.6,476,195.4,75.11,4.1,4,1212,
Tiruchengode Road,Rural,weekday,Clear,5554,4032,11369,2678,No,-166,1316,2424,349,997,49.5,301,3,68.8,267,561.2,53.44,7.8,7,785,Signal issue
Tiruchengode Road,City,,,1785,2426,11272,1918,Y,7548,4764,3923,676,3133,-4.3,6,9,70.4,216,279.0,31.86,19.1,6,495,Accident zone
Namakkal Town,NH,,Foggy,-53,498,5789,1257,,6526,2531,3981,815,771,24.2,-4,9,71.2,20,140.1,38.26,10.6,2,542,Signal issue
,Rural,Weekday,Foggy,6192,1658,102,1464,Y,578,5648,2030,653,345,21.7,71,7,58.7,366,350.8,54.24,3.2,3,1028,
Salem road,city road,weekday,Rainy,6593,8014,6083,2647,Yes,2574,5305,249,461,847,55.4,196,2,60.8,187,608.4,44.96,14.3,3,764,
Namakkal Town,,weekday,Rainy,4639,7042,10244,2320,Y,8457,6101,2710,723,1376,56.1,5,-2,63.4,350,290.5,-0.16,4.9,3,813,
Paramathi Rd,city road,Weekday,Rainy,7025,1908,6052,2843,Y,-50,6547,262,592,596,35.9,1,6,103.0,292,176.7,55.9,8.4,6,1268,
Namakkal Town,city road,weekday,,480,650,4014,2194,Yes,7050,1188,1132,647,3391,85.7,-9,6,114.9,487,238.6,42.05,16.6,2,1409,Accident zone
Tiruchengode Road,,Weekend,Rainy,933,5106,2148,1845,,1662,3920,2775,839,2796,79.2,438,9,106.7,365,446.6,43.08,16.0,3,1440,Signal issue
Paramathi Rd,Rural,Weekend,Sunny,426,8031,4669,50,Y,7131,2680,1861,310,2391,60.4,480,7,110.6,229,228.9,64.74,19.0,5,948,Accident zone
Rasipuram Rd,SH,Weekday,Clear,7810,7619,1792,3004,Y,7274,6837,1960,436,629,39.3,244,2,94.8,124,169.0,46.73,7.3,2,1917,
Namakkal Town,NH,Weekend,Sunny,7850,7410,7873,406,No,3550,295,3166,870,1043,30.3,494,6,43.2,413,596.7,31.42,7.1,0,1865,
Tiruchengode Road,City,weekday,Rainy,7835,2250,9777,3915,No,5269,278,2831,621,2729,75.2,62,9,65.0,133,620.2,36.44,12.9,4,1195,Signal issue
Tiruchengode Road,,Weekday,Rainy,7794,1469,7612,3117,,2448,2504,2940,175,2919,33.0,357,8,49.9,84,400.7,22.49,17.2,4,362,
Salem road,city road,Weekend,Sunny,2905,158,2501,3512,Y,2857,2587,271,145,64,32.9,4,7,48.8,366,401.2,69.26,17.0,2,1373,
Tiruchengode Road,city road,,,3098,6033,898,3555,N,5525,1020,533,553,1063,65.4,30,3,63.4,166,636.3,60.34,16.7,4,926,Signal issue
Paramathi Rd,Rural,Weekend,Clear,6338,7988,7546,1141,Y,3966,1415,949,630,1897,-8.3,77,8,63.0,370,157.8,7.79,13.3,4,838,Accident zone
Namakkal Town,city road,,Clear,2716,5572,3973,2517,,5887,4492,1102,750,1695,37.3,453,8,44.1,318,191.8,16.22,12.0,2,855,Heavy traffic
Rasipuram Rd,,,Foggy,1636,5537,2322,801,N,5986,599,3062,514,900,-8.4,11,5,103.4,241,619.4,33.14,10.0,5,780,Signal issue
Rasipuram Rd,Rural,Weekday,Rainy,3307,4074,1027,2452,N,1932,6025,3932,671,984,-2.5,478,9,73.9,233,579.1,36.71,13.4,2,938,
Salem road,Rural,Weekday,,7541,-17,5839,3290,,7878,5546,626,272,1473,86.9,128,5,119.4,62,568.5,5.57,14.9,6,1852,Signal issue
Tiruchengode Road,City,Weekday,Sunny,4314,1637,5603,3906,Y,6771,6022,2674,356,2343,24.4,447,3,84.8,84,236.3,30.0,12.7,1,289,Accident zone
Tiruchengode Road,Rural,,Foggy,472,8340,8900,762,Yes,6377,6790,3425,680,415,54.1,326,9,96.4,82,182.5,15.24,3.9,6,175,Heavy traffic
Namakkal Town,City,,Foggy,5682,3776,2251,819,Yes,8077,4680,2583,747,1548,89.1,159,1,71.8,430,574.6,66.89,3.6,4,821,
Paramathi Rd,city road,,Foggy,5876,6881,5583,-37,No,6613,2573,2485,156,1548,18.8,413,5,46.6,436,296.7,1.76,12.2,4,1071,Signal issue
Tiruchengode Road,Rural,Weekend,Rainy,98,516,11684,3233,Yes,4368,1144,1472,746,3016,-7.2,386,7,66.0,54,407.0,16.39,13.5,7,1721,Signal issue
,city road,,Clear,3077,5397,8156,1485,Yes,7446,6421,1573,719,2592,-3.4,81,-1,94.3,313,124.9,47.87,8.7,5,739,Heavy traffic
Namakkal Town,SH,,Sunny,1043,5692,4678,1524,N,1587,393,1424,580,1989,39.6,225,8,68.0,158,559.3,7.41,14.3,1,942,Heavy traffic
Namakkal Town,SH,weekday,,6335,7577,46,3094,Yes,8155,5381,2492,1,3388,-2.2,20,6,79.3,468,446.0,11.4,19.1,7,1176,Heavy traffic
Tiruchengode Road,Rural,Weekend,Sunny,783,2911,4880,1261,Yes,5968,537,1716,58,1048,35.5,74,3,105.6,435,299.8,59.78,6.2,2,110,
,SH,Weekend,Foggy,3383,3980,9649,1885,No,6146,2027,628,175,3106,12.0,241,7,77.1,406,426.9,62.11,18.1,5,1649,
Namakkal Town,SH,Weekend,,5536,5217,4449,801,,5802,226,1258,285,2971,65.7,301,2,48.6,46,290.1,39.72,4.5,0,1203,Heavy traffic
Rasipuram Rd,SH,Weekday,Clear,6633,4758,4422,254,Yes,2245,5092,19,481,1317,-6.6,376,9,59.5,59,599.1,40.33,11.2,0,385,Heavy traffic
,SH,Weekend,Foggy,3160,4578,489,1592,No,2467,4052,2024,447,171,-1.5,391,1,101.0,454,419.9,18.47,7.0,1,1969,
,City,weekday,,5367,4941,9104,2725,Y,8052,3327,2898,518,3435,-6.2,216,7,84.0,400,294.8,45.22,9.6,2,1547,Signal issue
Namakkal Town,SH,,Clear,5472,3787,11637,1707,,7402,2071,2775,493,2523,-8.2,489,5,109.0,378,504.7,18.47,5.0,2,898,Accident zone
Rasipuram Rd,NH,,Rainy,1624,6782,4617,411,,5494,95,692,753,2376,84.2,-19,4,89.3,241,234.6,70.39,6.7,6,1689,Accident zone
Paramathi Rd,SH,Weekend,Clear,6366,6229,9765,1169,Y,-108,5891,501,340,392,26.9,263,2,79.4,23,293.8,56.71,5.4,4,748,Accident zone
Rasipuram Rd,,Weekend,Sunny,4451,1799,7449,1471,N,4794,5522,1120,75,2341,16.0,214,5,83.4,192,204.7,42.41,9.5,6,1562,
Tiruchengode Road,City,Weekday,,3024,1900,9032,2258,Yes,3641,3935,3312,316,1071,-3.6,-1,4,108.2,262,452.9,41.03,10.2,2,1085,Accident zone
Paramathi Rd,City,Weekend,Sunny,6310,8599,6198,2025,Y,4614,1272,3506,402,843,89.5,330,6,102.8,263,249.7,44.77,7.1,1,1325,
Tiruchengode Road,NH,Weekend,,6975,5939,747,1652,N,2441,2517,733,532,2922,43.2,355,6,102.0,42,175.3,23.63,13.4,4,771,
Rasipuram Rd,Rural,Weekday,Sunny,4724,5443,4009,1379,Yes,5385,915,2570,572,2797,78.6,267,8,100.6,97,326.0,56.57,9.1,2,1153,
Rasipuram Rd,SH,Weekday,Foggy,4170,6390,10238,755,,7352,1398,1544,572,2736,22.1,98,4,75.8,362,484.4,6.66,9.9,5,918,
,City,Weekday,Clear,250,2644,2122,2839,Y,4157,3745,1375,102,3131,10.3,355,3,90.7,395,95.7,4.32,18.8,4,290,Signal issue
Namakkal Town,SH,Weekend,Foggy,5564,4893,1290,211,No,3949,-51,614,800,851,1.9,107,3,64.5,123,557.4,38.46,8.9,6,1592,Accident zone
,city road,,Foggy,2923,6643,7696,2656,Yes,1026,1076,3988,645,2479,-1.0,442,0,91.7,50,282.2,37.88,11.2,1,1027,
Rasipuram Rd,city road,,Rainy,5151,2414,5507,765,N,6129,5208,3682,27,1539,45.5,392,9,99.4,458,339.8,59.38,16.3,6,1773,Signal issue
Paramathi Rd,,Weekday,Clear,6054,4813,3122,2355,Yes,2374,1365,3517,73,540,7.9,-14,7,63.0,230,464.4,61.06,3.0,0,1138,
Salem road,NH,,Sunny,2700,8088,5878,898,,2850,4759,3356,330,881,-5.8,473,2,88.0,62,574.1,54.69,16.8,4,566,Signal issue
Salem road,Rural,Weekend,Foggy,-194,7828,5091,3862,Yes,814,4480,3026,814,2833,-7.2,246,-1,112.4,112,108.0,1.08,19.8,7,1687,Heavy traffic
Rasipuram Rd,Rural,Weekend,Sunny,7819,5958,2328,226,,-208,4116,954,523,303,32.3,290,-1,40.1,380,627.1,63.59,4.2,2,1039,Heavy traffic
Salem road,city road,Weekday,Rainy,1134,3863,10402,2103,,4743,3138,3264,319,662,-3.6,231,3,89.3,287,632.5,45.39,12.4,2,1829,
Tiruchengode Road,city road,weekday,Rainy,2765,5716,9730,328,Yes,2166,-48,1071,651,889,8.8,79,2,67.8,427,370.7,-0.95,14.0,4,702,Heavy traffic
Tiruchengode Road,,weekday,Rainy,7843,5794,5338,395,N,1327,5501,512,707,1675,64.1,337,7,47.8,27,178.5,15.23,10.0,3,1562,Signal issue
Tiruchengode Road,,Weekday,,1626,5828,10166,1415,No,3663,1856,1253,311,2221,39.8,-15,-1,86.8,395,613.3,-4.28,5.9,2,1258,
,SH,weekday,Foggy,5374,3707,3719,2394,No,5560,6693,1531,377,3110,-2.7,268,4,117.1,105,120.0,68.04,4.6,0,873,
Salem road,City,,Sunny,1668,7042,9510,337,No,5097,3893,1724,638,612,56.2,333,5,89.3,154,460.8,9.48,14.6,0,1104,
Namakkal Town,NH,weekday,Sunny,6446,6261,1645,1727,Yes,8720,5114,212,57,2281,82.3,236,2,101.0,84,640.2,33.08,14.2,2,597,
Salem road,SH,,Foggy,3409,201,871,1858,N,7103,-24,2446,343,936,62.1,283,6,101.1,112,103.8,53.11,12.0,3,205,
Namakkal Town,City,Weekday,,3600,4976,9404,2008,Yes,869,3559,628,591,2945,76.0,433,2,72.8,353,168.8,34.52,9.6,1,998,
Tiruchengode Road,City,Weekday,Sunny,3359,3741,1181,1753,Y,-282,664,3553,250,1912,-1.4,425,2,42.8,482,481.0,48.62,13.5,3,1976,
,city road,weekday,Clear,504,4586,6945,1449,Yes,5430,4352,2355,681,366,54.7,18,9,114.1,286,208.9,63.66,4.6,2,1200,
Rasipuram Rd,Rural,,,4218,474,9064,1350,N,2308,5281,-7,820,793,61.5,-15,-2,91.4,370,394.1,75.72,18.6,6,730,
Rasipuram Rd,SH,weekday,,6554,6540,10437,2164,N,796,-179,2892,883,3331,65.0,70,6,77.6,122,338.9,2.22,7.6,3,813,Accident zone
Namakkal Town,city road,weekday,Clear,7124,3673,1925,527,Yes,8373,4430,3975,886,308,44.8,-17,3,59.1,424,252.9,28.7,15.1,6,724,
,NH,weekday,Foggy,4060,1198,2534,652,No,6182,5256,1759,379,2033,81.3,217,6,47.6,35,394.0,-2.77,9.8,3,1858,
Namakkal Town,Rural,Weekend,Clear,6872,2781,3620,2880,No,3377,4366,3608,600,1594,70.5,307,0,106.3,440,402.2,2.7,13.3,2,612,Signal issue
,city road,weekday,,2186,3474,4356,484,,3923,2722,976,584,919,63.1,495,4,83.6,310,205.3,-2.94,16.1,1,1895,
Rasipuram Rd,city road,Weekend,,2767,4088,3187,1292,No,8385,3852,1357,625,458,61.4,-30,6,116.5,436,394.5,26.57,18.8,7,1727,Accident zone
Rasipuram Rd,City,weekday,Clear,5000,3019,5124,3035,No,1798,197,677,565,2824,41.7,69,-2,113.3,246,198.5,25.4,12.9,6,63,Heavy traffic
,,weekday,Rainy,7890,8569,7825,3363,No,2164,1038,2877,634,1889,58.6,373,9,86.9,475,383.4,5.46,13.0,5,716,Signal issue
Rasipuram Rd,Rural,weekday,Foggy,3788,455,8954,686,No,3085,243,1489,47,2452,-7.0,113,6,116.3,450,249.0,66.51,15.9,6,978,Heavy traffic
Tiruchengode Road,NH,weekday,Rainy,3323,6166,885,3870,,2813,4096,361,348,1591,85.0,306,-1,97.4,487,352.3,64.0,19.8,0,1200,
Namakkal Town,SH,Weekend,Rainy,1499,1505,9828,231,N,1081,231,55,232,3002,39.8,157,2,50.0,43,475.0,17.42,14.8,7,371,Heavy traffic
Tiruchengode Road,,Weekend,Clear,1368,3735,7962,658,N,4618,5867,3154,562,2792,44.3,471,3,56.2,384,102.0,10.29,4.2,6,1869,
Tiruchengode Road,NH,Weekend,,1321,3636,8175,1300,Y,1114,3719,1687,194,1733,5.6,360,-1,69.8,384,452.3,26.59,17.8,2,465,
Tiruchengode Road,City,Weekday,Rainy,3560,7757,538,782,N,1642,4510,2527,444,1430,87.2,463,2,64.2,453,498.0,33.21,16.7,3,802,
Namakkal Town,SH,Weekday,Sunny,5814,373,397,3606,Y,5157,4541,2111,568,1510,-0.1,346,4,68.8,266,352.5,78.83,16.3,7,1066,Accident zone
Salem road,,Weekday,Foggy,2405,5418,3013,65,Y,4601,5157,381,840,1851,-8.6,90,5,40.7,70,310.4,47.15,13.9,2,1707,Accident zone
Paramathi Rd,SH,,Foggy,2031,2963,3439,503,N,4528,1766,940,220,2896,82.5,185,-1,89.5,375,420.6,50.32,3.0,2,1977,
,NH,weekday,Foggy,5305,3271,8382,343,Yes,3862,4967,-12,194,922,31.3,401,0,53.9,283,228.0,22.75,5.6,2,1045,Heavy traffic
Tiruchengode Road,,Weekend,Rainy,1041,1918,11212,3744,No,7053,5572,524,88,3143,89.7,292,-1,74.5,24,156.9,24.64,19.7,2,980,
Tiruchengode Road,City,,Sunny,2550,2941,5570,2138,Y,5053,2988,591,779,3209,23.1,162,4,69.4,442,382.5,18.0,10.1,5,1170,
Salem road,city road,Weekday,,6998,148,4561,2527,N,1475,3474,901,-17,1122,55.3,270,0,119.5,109,304.0,37.56,4.2,5,1548,Heavy traffic
Namakkal Town,,weekday,Foggy,2183,6578,6532,2093,Yes,7761,4271,1601,352,2411,62.9,112,0,110.1,260,377.9,11.17,3.7,2,1925,Heavy traffic
Salem road,SH,weekday,Clear,4344,4565,8672,3542,N,6926,4629,3578,372,400,24.6,44,7,93.9,127,257.8,51.7,11.0,6,748,
Namakkal Town,SH,Weekend,,1587,8640,3944,3583,No,6440,-40,1704,317,3082,15.6,405,5,101.3,412,608.2,30.18,15.9,4,885,Heavy traffic
,City,weekday,,7780,52,3662,3510,N,5398,933,552,477,1863,88.7,370,1,42.2,126,615.6,59.3,17.3,4,188,
Tiruchengode Road,City,Weekday,Sunny,7946,7147,10304,111,,902,6822,3132,129,3113,9.5,232,3,109.7,88,172.6,51.42,15.6,3,1732,Signal issue
Paramathi Rd,NH,Weekday,Clear,7829,7356,1537,1550,,7429,2266,1594,252,3265,58.3,391,2,108.2,141,218.7,13.01,4.0,3,1895,Accident zone
Namakkal Town,NH,Weekday,Clear,2978,8817,1150,2968,Y,8816,4387,2596,12,2280,84.3,170,7,97.8,471,513.3,17.94,7.9,1,1569,Accident zone
,NH,,Sunny,5312,8662,7017,1124,Yes,6486,1493,2033,497,2344,87.5,203,4,79.3,322,577.2,19.69,9.0,7,1751,
Tiruchengode Road,city road,Weekday,Clear,-161,7259,1489,3183,,4364,2315,540,636,2093,79.7,294,1,51.0,40,645.6,3.03,19.5,3,890,
Namakkal Town,Rural,Weekend,Clear,104,4679,6125,2324,No,3501,6346,1554,583,2735,25.8,113,-1,100.9,47,176.8,4.15,5.6,0,73,Signal issue
,SH,Weekend,Sunny,6011,6561,2871,2355,N,813,4106,3933,871,384,59.2,20,5,94.2,228,358.6,76.45,8.2,3,904,
Tiruchengode Road,Rural,Weekday,Foggy,1706,3944,4637,1891,Yes,868,4492,3651,320,1881,-5.2,196,2,65.1,402,455.9,-2.96,17.7,5,527,Accident zone
